"","TIMESTAMP","RECORD","site","position","Betterdate","redox_NUM_Avg","redox_NUM_Std"
"1","6/28/2021 15:01",206,"west","mesic",2021-06-28 15:01:00,1,1
"2","6/28/2021 15:16",207,"west","mesic",2021-06-28 15:16:00,2,2
"3","6/28/2021 15:31",208,"west","mesic",2021-06-28 15:31:00,3,3
"4","6/28/2021 15:46",209,"west","mesic",2021-06-28 15:46:00,4,4
"5","6/28/2021 16:01",210,"west","mesic",2021-06-28 16:01:00,5,5
"6","6/28/2021 16:16",211,"west","mesic",2021-06-28 16:16:00,6,6
"7","6/28/2021 16:31",212,"west","mesic",2021-06-28 16:31:00,7,7
"8","6/28/2021 16:46",213,"west","mesic",2021-06-28 16:46:00,8,8
"9","6/28/2021 17:01",214,"west","mesic",2021-06-28 17:01:00,9,9
"10","6/28/2021 17:16",215,"west","mesic",2021-06-28 17:16:00,10,10
"11","6/28/2021 17:31",216,"west","mesic",2021-06-28 17:31:00,11,11
"12","6/28/2021 17:46",217,"west","mesic",2021-06-28 17:46:00,12,12
"13","6/28/2021 18:01",218,"west","mesic",2021-06-28 18:01:00,13,13
"14","6/28/2021 18:16",219,"west","mesic",2021-06-28 18:16:00,14,14
"15","6/28/2021 18:31",220,"west","mesic",2021-06-28 18:31:00,15,15
"16","6/28/2021 18:46",221,"west","mesic",2021-06-28 18:46:00,16,16
"17","6/28/2021 19:01",222,"west","mesic",2021-06-28 19:01:00,17,17
"18","6/28/2021 19:16",223,"west","mesic",2021-06-28 19:16:00,18,18
"19","6/28/2021 19:31",224,"west","mesic",2021-06-28 19:31:00,19,19
"20","6/28/2021 19:46",225,"west","mesic",2021-06-28 19:46:00,20,20
"21","6/28/2021 20:01",226,"west","mesic",2021-06-28 20:01:00,21,21
"22","6/28/2021 20:16",227,"west","mesic",2021-06-28 20:16:00,22,22
"23","6/28/2021 20:31",228,"west","mesic",2021-06-28 20:31:00,23,23
"24","6/28/2021 20:46",229,"west","mesic",2021-06-28 20:46:00,24,24
"25","6/28/2021 21:01",230,"west","mesic",2021-06-28 21:01:00,25,25
"26","6/28/2021 21:16",231,"west","mesic",2021-06-28 21:16:00,26,26
"27","6/28/2021 21:31",232,"west","mesic",2021-06-28 21:31:00,27,27
"28","6/28/2021 21:46",233,"west","mesic",2021-06-28 21:46:00,28,28
"29","6/28/2021 22:01",234,"west","mesic",2021-06-28 22:01:00,29,29
"30","6/28/2021 22:16",235,"west","mesic",2021-06-28 22:16:00,30,30
"31","6/28/2021 22:31",236,"west","mesic",2021-06-28 22:31:00,31,31
"32","6/28/2021 22:46",237,"west","mesic",2021-06-28 22:46:00,32,32
"33","6/28/2021 23:01",238,"west","mesic",2021-06-28 23:01:00,33,33
"34","6/28/2021 23:16",239,"west","mesic",2021-06-28 23:16:00,34,34
"35","6/28/2021 23:31",240,"west","mesic",2021-06-28 23:31:00,35,35
"36","6/28/2021 23:46",241,"west","mesic",2021-06-28 23:46:00,36,36
"37","6/29/2021 0:01",242,"west","mesic",2021-06-29 00:01:00,37,37
"38","6/29/2021 0:16",243,"west","mesic",2021-06-29 00:16:00,38,38
"39","6/29/2021 0:31",244,"west","mesic",2021-06-29 00:31:00,39,39
"40","6/29/2021 0:46",245,"west","mesic",2021-06-29 00:46:00,40,40
"41","6/29/2021 1:01",246,"west","mesic",2021-06-29 01:01:00,41,41
"42","6/29/2021 1:16",247,"west","mesic",2021-06-29 01:16:00,42,42
"43","6/29/2021 1:31",248,"west","mesic",2021-06-29 01:31:00,43,43
"44","6/29/2021 1:46",249,"west","mesic",2021-06-29 01:46:00,44,44
"45","6/29/2021 2:01",250,"west","mesic",2021-06-29 02:01:00,45,45
"46","6/29/2021 2:16",251,"west","mesic",2021-06-29 02:16:00,46,46
"47","6/29/2021 2:31",252,"west","mesic",2021-06-29 02:31:00,47,47
